country_iso3,country,year,indicator_code,indicator,value,data_source,retrieval_date
IND,India,2018,EG.ELC.LOSS.ZS,td_losses_pct,16.7930129549492,WorldBank_API_real_supplementary,2026-04-29
IND,India,2017,EG.ELC.LOSS.ZS,td_losses_pct,17.1759941089838,WorldBank_API_real_supplementary,2026-04-29
IND,India,2016,EG.ELC.LOSS.ZS,td_losses_pct,17.3912982792107,WorldBank_API_real_supplementary,2026-04-29
IND,India,2015,EG.ELC.LOSS.ZS,td_losses_pct,17.7399718505501,WorldBank_API_real_supplementary,2026-04-29
IND,India,2014,EG.ELC.LOSS.ZS,td_losses_pct,17.7208361952882,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2024,EG.ELC.LOSS.ZS,td_losses_pct,4.93394555765672,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2023,EG.ELC.LOSS.ZS,td_losses_pct,4.93403467617748,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2022,EG.ELC.LOSS.ZS,td_losses_pct,4.09696967314841,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2021,EG.ELC.LOSS.ZS,td_losses_pct,4.69564206767913,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2020,EG.ELC.LOSS.ZS,td_losses_pct,4.54966981851082,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2019,EG.ELC.LOSS.ZS,td_losses_pct,4.2458275921502,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2018,EG.ELC.LOSS.ZS,td_losses_pct,4.21894259294843,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2017,EG.ELC.LOSS.ZS,td_losses_pct,3.76099254223737,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2016,EG.ELC.LOSS.ZS,td_losses_pct,4.25930578919986,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2015,EG.ELC.LOSS.ZS,td_losses_pct,3.83387366145987,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2014,EG.ELC.LOSS.ZS,td_losses_pct,4.02749185607205,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2024,EG.ELC.LOSS.ZS,td_losses_pct,3.28740147756891,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2023,EG.ELC.LOSS.ZS,td_losses_pct,3.24438949704021,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2022,EG.ELC.LOSS.ZS,td_losses_pct,3.20366022862026,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2021,EG.ELC.LOSS.ZS,td_losses_pct,3.10047327549742,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2020,EG.ELC.LOSS.ZS,td_losses_pct,3.13159989431755,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2019,EG.ELC.LOSS.ZS,td_losses_pct,3.24523931931959,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2018,EG.ELC.LOSS.ZS,td_losses_pct,3.06128633625494,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2017,EG.ELC.LOSS.ZS,td_losses_pct,3.27293186065915,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2016,EG.ELC.LOSS.ZS,td_losses_pct,3.28786139512534,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2015,EG.ELC.LOSS.ZS,td_losses_pct,3.26880211193088,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2014,EG.ELC.LOSS.ZS,td_losses_pct,3.38601706537774,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2023,EG.ELC.LOSS.ZS,td_losses_pct,6.89739152062844,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2022,EG.ELC.LOSS.ZS,td_losses_pct,6.89713175963259,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2021,EG.ELC.LOSS.ZS,td_losses_pct,6.89716479523521,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2020,EG.ELC.LOSS.ZS,td_losses_pct,6.89724477725075,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2019,EG.ELC.LOSS.ZS,td_losses_pct,6.89717037726434,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2018,EG.ELC.LOSS.ZS,td_losses_pct,6.89744146088303,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2017,EG.ELC.LOSS.ZS,td_losses_pct,6.89705480076593,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2016,EG.ELC.LOSS.ZS,td_losses_pct,6.89760824189502,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2015,EG.ELC.LOSS.ZS,td_losses_pct,6.89753940023713,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2014,EG.ELC.LOSS.ZS,td_losses_pct,8.66006645419407,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2023,EG.ELC.LOSS.ZS,td_losses_pct,0.22997250704615,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2022,EG.ELC.LOSS.ZS,td_losses_pct,0.284259356143839,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2021,EG.ELC.LOSS.ZS,td_losses_pct,1.10888348739421,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2020,EG.ELC.LOSS.ZS,td_losses_pct,0.904528259485374,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2019,EG.ELC.LOSS.ZS,td_losses_pct,1.02810773100296,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2018,EG.ELC.LOSS.ZS,td_losses_pct,1.0611277304284,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2017,EG.ELC.LOSS.ZS,td_losses_pct,1.25591693388304,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2016,EG.ELC.LOSS.ZS,td_losses_pct,1.90994059252666,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2015,EG.ELC.LOSS.ZS,td_losses_pct,1.7631892106307,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2014,EG.ELC.LOSS.ZS,td_losses_pct,2.03511329809854,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2023,EG.ELC.LOSS.ZS,td_losses_pct,7.16136006690191,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2022,EG.ELC.LOSS.ZS,td_losses_pct,7.47323772975157,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2021,EG.ELC.LOSS.ZS,td_losses_pct,7.92231656673391,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2020,EG.ELC.LOSS.ZS,td_losses_pct,7.30700341327686,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2019,EG.ELC.LOSS.ZS,td_losses_pct,7.02869990741965,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2018,EG.ELC.LOSS.ZS,td_losses_pct,7.16665926156307,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2017,EG.ELC.LOSS.ZS,td_losses_pct,6.62060385239164,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2016,EG.ELC.LOSS.ZS,td_losses_pct,6.56760197914484,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2015,EG.ELC.LOSS.ZS,td_losses_pct,6.72834218491234,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2014,EG.ELC.LOSS.ZS,td_losses_pct,6.19645312555089,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2024,EG.ELC.LOSS.ZS,td_losses_pct,5.3117248222259,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2023,EG.ELC.LOSS.ZS,td_losses_pct,5.48253479643862,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2022,EG.ELC.LOSS.ZS,td_losses_pct,4.56000487613028,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2021,EG.ELC.LOSS.ZS,td_losses_pct,5.58011610459837,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2020,EG.ELC.LOSS.ZS,td_losses_pct,4.64711271693736,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2019,EG.ELC.LOSS.ZS,td_losses_pct,5.55840938484799,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2018,EG.ELC.LOSS.ZS,td_losses_pct,4.73883824665499,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2017,EG.ELC.LOSS.ZS,td_losses_pct,5.2751148508735,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2016,EG.ELC.LOSS.ZS,td_losses_pct,5.43278425594592,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2015,EG.ELC.LOSS.ZS,td_losses_pct,5.9141208373377,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2014,EG.ELC.LOSS.ZS,td_losses_pct,5.88249253347237,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2023,EG.ELC.LOSS.ZS,td_losses_pct,6.58319222235198,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2022,EG.ELC.LOSS.ZS,td_losses_pct,6.19935170178282,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2021,EG.ELC.LOSS.ZS,td_losses_pct,6.48890958380851,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2020,EG.ELC.LOSS.ZS,td_losses_pct,6.53295630119815,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2019,EG.ELC.LOSS.ZS,td_losses_pct,6.53718156632205,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2018,EG.ELC.LOSS.ZS,td_losses_pct,7.08627003551646,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2017,EG.ELC.LOSS.ZS,td_losses_pct,7.20634758648842,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2016,EG.ELC.LOSS.ZS,td_losses_pct,7.56285291558841,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2015,EG.ELC.LOSS.ZS,td_losses_pct,7.98828993527348,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2014,EG.ELC.LOSS.ZS,td_losses_pct,9.30640976533422,WorldBank_API_real_supplementary,2026-04-29
CHN,China,2024,NY.GDP.PCAP.CD,gdp_per_capita_usd,13303.1481543868,WorldBank_API_real_supplementary,2026-04-29
CHN,China,2023,NY.GDP.PCAP.CD,gdp_per_capita_usd,12951.1782397043,WorldBank_API_real_supplementary,2026-04-29
CHN,China,2022,NY.GDP.PCAP.CD,gdp_per_capita_usd,12970.6056414327,WorldBank_API_real_supplementary,2026-04-29
CHN,China,2021,NY.GDP.PCAP.CD,gdp_per_capita_usd,12887.4357242941,WorldBank_API_real_supplementary,2026-04-29
CHN,China,2020,NY.GDP.PCAP.CD,gdp_per_capita_usd,10627.4637989619,WorldBank_API_real_supplementary,2026-04-29
CHN,China,2019,NY.GDP.PCAP.CD,gdp_per_capita_usd,10342.9009524335,WorldBank_API_real_supplementary,2026-04-29
CHN,China,2018,NY.GDP.PCAP.CD,gdp_per_capita_usd,10085.6638148819,WorldBank_API_real_supplementary,2026-04-29
CHN,China,2017,NY.GDP.PCAP.CD,gdp_per_capita_usd,8979.67652709856,WorldBank_API_real_supplementary,2026-04-29
CHN,China,2016,NY.GDP.PCAP.CD,gdp_per_capita_usd,8254.86859320357,WorldBank_API_real_supplementary,2026-04-29
CHN,China,2015,NY.GDP.PCAP.CD,gdp_per_capita_usd,8175.33285077393,WorldBank_API_real_supplementary,2026-04-29
CHN,China,2014,NY.GDP.PCAP.CD,gdp_per_capita_usd,7781.06597484974,WorldBank_API_real_supplementary,2026-04-29
DEU,Germany,2024,NY.GDP.PCAP.CD,gdp_per_capita_usd,56103.7323182554,WorldBank_API_real_supplementary,2026-04-29
DEU,Germany,2023,NY.GDP.PCAP.CD,gdp_per_capita_usd,54776.7668235491,WorldBank_API_real_supplementary,2026-04-29
DEU,Germany,2022,NY.GDP.PCAP.CD,gdp_per_capita_usd,50506.5179638543,WorldBank_API_real_supplementary,2026-04-29
DEU,Germany,2021,NY.GDP.PCAP.CD,gdp_per_capita_usd,52349.2459994422,WorldBank_API_real_supplementary,2026-04-29
DEU,Germany,2020,NY.GDP.PCAP.CD,gdp_per_capita_usd,47394.8734504469,WorldBank_API_real_supplementary,2026-04-29
DEU,Germany,2019,NY.GDP.PCAP.CD,gdp_per_capita_usd,47656.199739747,WorldBank_API_real_supplementary,2026-04-29
DEU,Germany,2018,NY.GDP.PCAP.CD,gdp_per_capita_usd,48916.1686612154,WorldBank_API_real_supplementary,2026-04-29
DEU,Germany,2017,NY.GDP.PCAP.CD,gdp_per_capita_usd,45553.9341495339,WorldBank_API_real_supplementary,2026-04-29
DEU,Germany,2016,NY.GDP.PCAP.CD,gdp_per_capita_usd,42948.9381932694,WorldBank_API_real_supplementary,2026-04-29
DEU,Germany,2015,NY.GDP.PCAP.CD,gdp_per_capita_usd,41929.7549110722,WorldBank_API_real_supplementary,2026-04-29
DEU,Germany,2014,NY.GDP.PCAP.CD,gdp_per_capita_usd,48959.5991203133,WorldBank_API_real_supplementary,2026-04-29
IND,India,2024,NY.GDP.PCAP.CD,gdp_per_capita_usd,2694.73780859961,WorldBank_API_real_supplementary,2026-04-29
IND,India,2023,NY.GDP.PCAP.CD,gdp_per_capita_usd,2530.12031278204,WorldBank_API_real_supplementary,2026-04-29
IND,India,2022,NY.GDP.PCAP.CD,gdp_per_capita_usd,2347.44829434623,WorldBank_API_real_supplementary,2026-04-29
IND,India,2021,NY.GDP.PCAP.CD,gdp_per_capita_usd,2239.61384367482,WorldBank_API_real_supplementary,2026-04-29
IND,India,2020,NY.GDP.PCAP.CD,gdp_per_capita_usd,1907.04251637669,WorldBank_API_real_supplementary,2026-04-29
IND,India,2019,NY.GDP.PCAP.CD,gdp_per_capita_usd,2041.42863698585,WorldBank_API_real_supplementary,2026-04-29
IND,India,2018,NY.GDP.PCAP.CD,gdp_per_capita_usd,1966.25455171679,WorldBank_API_real_supplementary,2026-04-29
IND,India,2017,NY.GDP.PCAP.CD,gdp_per_capita_usd,1950.10468280866,WorldBank_API_real_supplementary,2026-04-29
IND,India,2016,NY.GDP.PCAP.CD,gdp_per_capita_usd,1707.50892912243,WorldBank_API_real_supplementary,2026-04-29
IND,India,2015,NY.GDP.PCAP.CD,gdp_per_capita_usd,1583.99815907985,WorldBank_API_real_supplementary,2026-04-29
IND,India,2014,NY.GDP.PCAP.CD,gdp_per_capita_usd,1553.88396075118,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2024,NY.GDP.PCAP.CD,gdp_per_capita_usd,32487.0778047567,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2023,NY.GDP.PCAP.CD,gdp_per_capita_usd,33836.1756271617,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2022,NY.GDP.PCAP.CD,gdp_per_capita_usd,34065.6438962526,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2021,NY.GDP.PCAP.CD,gdp_per_capita_usd,40094.5599795288,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2020,NY.GDP.PCAP.CD,gdp_per_capita_usd,40028.7341726762,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2019,NY.GDP.PCAP.CD,gdp_per_capita_usd,40415.9567649547,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2018,NY.GDP.PCAP.CD,gdp_per_capita_usd,39751.1330982711,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2017,NY.GDP.PCAP.CD,gdp_per_capita_usd,38834.0529341227,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2016,NY.GDP.PCAP.CD,gdp_per_capita_usd,39375.4731620781,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2015,NY.GDP.PCAP.CD,gdp_per_capita_usd,34960.6393843385,WorldBank_API_real_supplementary,2026-04-29
JPN,Japan,2014,NY.GDP.PCAP.CD,gdp_per_capita_usd,38475.3952461838,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2024,NY.GDP.PCAP.CD,gdp_per_capita_usd,36238.639908315,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2023,NY.GDP.PCAP.CD,gdp_per_capita_usd,35674.095995632,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2022,NY.GDP.PCAP.CD,gdp_per_capita_usd,34822.4048404971,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2021,NY.GDP.PCAP.CD,gdp_per_capita_usd,37518.4635305697,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2020,NY.GDP.PCAP.CD,gdp_per_capita_usd,33645.7719545073,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2019,NY.GDP.PCAP.CD,gdp_per_capita_usd,33826.9443301597,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2018,NY.GDP.PCAP.CD,gdp_per_capita_usd,35363.9508228687,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2017,NY.GDP.PCAP.CD,gdp_per_capita_usd,33296.9845439195,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2016,NY.GDP.PCAP.CD,gdp_per_capita_usd,30832.0628072516,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2015,NY.GDP.PCAP.CD,gdp_per_capita_usd,30171.7906545222,WorldBank_API_real_supplementary,2026-04-29
KOR,"Korea, Rep.",2014,NY.GDP.PCAP.CD,gdp_per_capita_usd,30667.0912467447,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2024,NY.GDP.PCAP.CD,gdp_per_capita_usd,11874.4273684245,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2023,NY.GDP.PCAP.CD,gdp_per_capita_usd,11386.0395636528,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2022,NY.GDP.PCAP.CD,gdp_per_capita_usd,11754.5678336248,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2021,NY.GDP.PCAP.CD,gdp_per_capita_usd,10903.1037480772,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2020,NY.GDP.PCAP.CD,gdp_per_capita_usd,9957.52626697613,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2019,NY.GDP.PCAP.CD,gdp_per_capita_usd,10920.191763972,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2018,NY.GDP.PCAP.CD,gdp_per_capita_usd,10901.8019954421,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2017,NY.GDP.PCAP.CD,gdp_per_capita_usd,9862.54806612235,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2016,NY.GDP.PCAP.CD,gdp_per_capita_usd,9476.53409809923,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2015,NY.GDP.PCAP.CD,gdp_per_capita_usd,9648.6797937523,WorldBank_API_real_supplementary,2026-04-29
MYS,Malaysia,2014,NY.GDP.PCAP.CD,gdp_per_capita_usd,11013.3107334403,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2024,NY.GDP.PCAP.CD,gdp_per_capita_usd,90674.066632628,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2023,NY.GDP.PCAP.CD,gdp_per_capita_usd,85412.230345235,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2022,NY.GDP.PCAP.CD,gdp_per_capita_usd,90299.0694637269,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2021,NY.GDP.PCAP.CD,gdp_per_capita_usd,80056.1288247844,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2020,NY.GDP.PCAP.CD,gdp_per_capita_usd,61410.0792630788,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2019,NY.GDP.PCAP.CD,gdp_per_capita_usd,65952.0378959293,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2018,NY.GDP.PCAP.CD,gdp_per_capita_usd,66881.6067035265,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2017,NY.GDP.PCAP.CD,gdp_per_capita_usd,61236.251270627,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2016,NY.GDP.PCAP.CD,gdp_per_capita_usd,57005.5887176547,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2015,NY.GDP.PCAP.CD,gdp_per_capita_usd,55645.6068614606,WorldBank_API_real_supplementary,2026-04-29
SGP,Singapore,2014,NY.GDP.PCAP.CD,gdp_per_capita_usd,57564.8023114977,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2024,NY.GDP.PCAP.CD,gdp_per_capita_usd,7346.62022142185,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2023,NY.GDP.PCAP.CD,gdp_per_capita_usd,7195.10130919449,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2022,NY.GDP.PCAP.CD,gdp_per_capita_usd,6909.35281815827,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2021,NY.GDP.PCAP.CD,gdp_per_capita_usd,7057.20754802279,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2020,NY.GDP.PCAP.CD,gdp_per_capita_usd,6985.64393892574,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2019,NY.GDP.PCAP.CD,gdp_per_capita_usd,7605.69657797759,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2018,NY.GDP.PCAP.CD,gdp_per_capita_usd,7099.77650081458,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2017,NY.GDP.PCAP.CD,gdp_per_capita_usd,6413.09182530343,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2016,NY.GDP.PCAP.CD,gdp_per_capita_usd,5833.57715617098,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2015,NY.GDP.PCAP.CD,gdp_per_capita_usd,5688.85335397884,WorldBank_API_real_supplementary,2026-04-29
THA,Thailand,2014,NY.GDP.PCAP.CD,gdp_per_capita_usd,5801.1978916205,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2024,NY.GDP.PCAP.CD,gdp_per_capita_usd,84534.0407841548,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2023,NY.GDP.PCAP.CD,gdp_per_capita_usd,81032.262117545,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2022,NY.GDP.PCAP.CD,gdp_per_capita_usd,76657.2488844403,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2021,NY.GDP.PCAP.CD,gdp_per_capita_usd,70205.050916026,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2020,NY.GDP.PCAP.CD,gdp_per_capita_usd,63515.9491807833,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2019,NY.GDP.PCAP.CD,gdp_per_capita_usd,64746.4506778863,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2018,NY.GDP.PCAP.CD,gdp_per_capita_usd,62499.8744390068,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2017,NY.GDP.PCAP.CD,gdp_per_capita_usd,59635.0984397965,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2016,NY.GDP.PCAP.CD,gdp_per_capita_usd,57638.1018367192,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2015,NY.GDP.PCAP.CD,gdp_per_capita_usd,56572.9188996063,WorldBank_API_real_supplementary,2026-04-29
USA,United States,2014,NY.GDP.PCAP.CD,gdp_per_capita_usd,54973.4207515712,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2024,NY.GDP.PCAP.CD,gdp_per_capita_usd,4717.29028732449,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2023,NY.GDP.PCAP.CD,gdp_per_capita_usd,4323.35031982451,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2022,NY.GDP.PCAP.CD,gdp_per_capita_usd,4147.69777213621,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2021,NY.GDP.PCAP.CD,gdp_per_capita_usd,3704.1935590038,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2020,NY.GDP.PCAP.CD,gdp_per_capita_usd,3534.03953482647,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2019,NY.GDP.PCAP.CD,gdp_per_capita_usd,3440.90025375434,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2018,NY.GDP.PCAP.CD,gdp_per_capita_usd,3222.31003125366,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2017,NY.GDP.PCAP.CD,gdp_per_capita_usd,2956.10992127753,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2016,NY.GDP.PCAP.CD,gdp_per_capita_usd,2735.0604380416,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2015,NY.GDP.PCAP.CD,gdp_per_capita_usd,2577.56885340113,WorldBank_API_real_supplementary,2026-04-29
VNM,Viet Nam,2014,NY.GDP.PCAP.CD,gdp_per_capita_usd,2546.38464459903,WorldBank_API_real_supplementary,2026-04-29
